CheckSum,NumberOfBallotsWithOnlySubstitutesVotes,NumberOfBallotsWithOnlyTitularVotes,NumberOfBallotsWithTitularAndSubstitutesVotes,NumberOfHeaderVotes,kanton,name,niscode,validvotes
99593,37,279,226,522,CANTON DE WELLIN,MR,84075,1064
45655,3,33,12,93,CANTON DE WELLIN,PARTI POPULAIRE,84075,141
2467,6,2,0,32,CANTON DE WELLIN,VLAAMS BELANG,84075,40
85351,17,20,16,110,CANTON DE WELLIN,DéFI,84075,163
8563,10,82,66,327,CANTON DE WELLIN,PTB,84075,485
17902,2,12,7,32,CANTON DE WELLIN,LISTES DESTEXHE,84075,53
43635,271,144,193,438,CANTON DE WELLIN,PS,84075,1046
73032,2,10,6,15,CANTON DE WELLIN,LA DROITE,84075,33
34071,1,2,5,14,CANTON DE WELLIN,NATION,84075,22
73815,63,430,257,1159,CANTON D'ETALLE,ECOLO,85009,1909
94534,92,754,450,520,CANTON D'ETALLE,CDH,85009,1816
85572,95,1262,479,1213,CANTON D'ETALLE,MR,85009,3049
70918,5,33,24,188,CANTON D'ETALLE,PARTI POPULAIRE,85009,250
38028,2,10,4,46,CANTON D'ETALLE,VLAAMS BELANG,85009,62
79383,8,110,23,204,CANTON D'ETALLE,DéFI,85009,345
12256,17,95,68,548,CANTON D'ETALLE,PTB,85009,728
64558,3,12,6,68,CANTON D'ETALLE,LISTES DESTEXHE,85009,89
30122,43,1731,367,688,CANTON D'ETALLE,PS,85009,2829
55491,2,13,4,52,CANTON D'ETALLE,LA DROITE,85009,71
45016,5,11,8,33,CANTON D'ETALLE,NATION,85009,57
4899,24,232,98,645,CANTON DE FLORENVILLE,ECOLO,85011,999
66536,278,212,367,303,CANTON DE FLORENVILLE,CDH,85011,1160
10100,54,597,333,569,CANTON DE FLORENVILLE,MR,85011,1553
67013,7,24,17,126,CANTON DE FLORENVILLE,PARTI POPULAIRE,85011,174
42726,4,7,4,33,CANTON DE FLORENVILLE,VLAAMS BELANG,85011,48
76569,6,49,16,125,CANTON DE FLORENVILLE,DéFI,85011,196
21022,14,91,75,436,CANTON DE FLORENVILLE,PTB,85011,616
16437,3,5,5,29,CANTON DE FLORENVILLE,LISTES DESTEXHE,85011,42
58748,116,587,313,594,CANTON DE FLORENVILLE,PS,85011,1610
91361,3,14,3,31,CANTON DE FLORENVILLE,LA DROITE,85011,51
89133,4,7,3,20,CANTON DE FLORENVILLE,NATION,85011,34
76530,50,757,323,1778,CANTON DE VIRTON,ECOLO,85045,2908
46904,809,623,1022,772,CANTON DE VIRTON,CDH,85045,3226
4831,268,524,563,977,CANTON DE VIRTON,MR,85045,2332
28764,11,52,43,275,CANTON DE VIRTON,PARTI POPULAIRE,85045,381
68885,5,12,4,82,CANTON DE VIRTON,VLAAMS BELANG,85045,103
53148,14,79,39,247,CANTON DE VIRTON,DéFI,85045,379
24191,51,182,131,1137,CANTON DE VIRTON,PTB,85045,1501
22420,11,8,9,73,CANTON DE VIRTON,LISTES DESTEXHE,85045,101
77403,80,1094,462,1388,CANTON DE VIRTON,PS,85045,3024
25147,8,24,7,87,CANTON DE VIRTON,LA DROITE,85045,126
37536,12,9,8,65,CANTON DE VIRTON,NATION,85045,94
58105,6,27,23,158,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,ECOLO,90999,214
32600,1,26,10,20,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,CDH,90999,57
36586,11,28,11,86,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,MR,90999,136
1492,0,5,1,10,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,PARTI POPULAIRE,90999,16
51,0,1,1,3,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,VLAAMS BELANG,90999,5
2105,0,5,2,15,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,DéFI,90999,22
4761,0,2,3,19,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,PTB,90999,24
118,0,2,1,7,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,LISTES DESTEXHE,90999,10
70635,2,14,13,59,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,PS,90999,88
250,0,2,2,2,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,DierAnimal,90999,6
45,2,1,0,1,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,NATION,90999,4
118,0,0,0,1,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,Collectif Citoyen,90999,1
10597,0,4,1,4,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,LA DROITE,90999,9
92,0,0,0,2,CANTON SPÉCIAL: AFF.ÉTRANGÈRES NAMUR,AGIR,90999,2
18107,24,225,125,630,CANTON DE BEAURAING,ECOLO,91013,1004
83079,209,579,481,440,CANTON DE BEAURAING,CDH,91013,1709
13090,43,1215,387,665,CANTON DE BEAURAING,MR,91013,2310
78748,4,33,19,196,CANTON DE BEAURAING,PARTI POPULAIRE,91013,252
60367,8,8,5,70,CANTON DE BEAURAING,VLAAMS BELANG,91013,91
20026,10,40,14,166,CANTON DE BEAURAING,DéFI,91013,230
62593,3,131,85,676,CANTON DE BEAURAING,PTB,91013,895
56902,2,22,15,60,CANTON DE BEAURAING,LISTES DESTEXHE,91013,99
95869,33,628,347,839,CANTON DE BEAURAING,PS,91013,1847
84819,4,16,7,61,CANTON DE BEAURAING,DierAnimal,91013,88
60704,1,6,2,17,CANTON DE BEAURAING,NATION,91013,26
59990,10,17,5,46,CANTON DE BEAURAING,Collectif Citoyen,91013,78
88151,6,21,4,44,CANTON DE BEAURAING,LA DROITE,91013,75
21990,8,8,1,26,CANTON DE BEAURAING,AGIR,91013,43
14417,247,695,691,1987,CANTON DE CINEY,ECOLO,91030,3620
46814,74,1660,571,912,CANTON DE CINEY,CDH,91030,3217
19910,689,1142,1348,2560,CANTON DE CINEY,MR,91030,5739
83194,10,75,32,414,CANTON DE CINEY,PARTI POPULAIRE,91030,531
75089,9,23,16,131,CANTON DE CINEY,VLAAMS BELANG,91030,179
32638,35,149,61,665,CANTON DE CINEY,DéFI,91030,910
61805,32,361,218,1890,CANTON DE CINEY,PTB,91030,2501
71747,18,98,39,205,CANTON DE CINEY,LISTES DESTEXHE,91030,360
12570,468,707,702,1886,CANTON DE CINEY,PS,91030,3763
92435,13,27,19,146,CANTON DE CINEY,DierAnimal,91030,205
9609,10,11,6,48,CANTON DE CINEY,NATION,91030,75
77103,10,25,21,149,CANTON DE CINEY,Collectif Citoyen,91030,205
49558,6,28,13,98,CANTON DE CINEY,LA DROITE,91030,145
16367,18,14,6,55,CANTON DE CINEY,AGIR,91030,93
62462,124,713,449,1910,CANTON DE DINANT,ECOLO,91034,3196
8478,463,1774,1133,968,CANTON DE DINANT,CDH,91034,4338
95627,264,1346,916,2046,CANTON DE DINANT,MR,91034,4572
15450,10,136,53,487,CANTON DE DINANT,PARTI POPULAIRE,91034,686
43404,24,27,19,170,CANTON DE DINANT,VLAAMS BELANG,91034,240
61318,172,186,133,629,CANTON DE DINANT,DéFI,91034,1120
28603,33,453,279,2264,CANTON DE DINANT,PTB,91034,3029
5830,16,109,38,202,CANTON DE DINANT,LISTES DESTEXHE,91034,365
92275,137,2128,844,2206,CANTON DE DINANT,PS,91034,5315
76650,24,40,23,217,CANTON DE DINANT,DierAnimal,91034,304
70460,9,17,12,68,CANTON DE DINANT,NATION,91034,106
6145,32,33,26,110,CANTON DE DINANT,Collectif Citoyen,91034,201
32722,13,36,9,151,CANTON DE DINANT,LA DROITE,91034,209
12201,23,17,6,70,CANTON DE DINANT,AGIR,91034,116
16495,10,138,86,411,CANTON DE GEDINNE,ECOLO,91054,645
2967,15,288,152,224,CANTON DE GEDINNE,CDH,91054,679
77184,14,2162,318,361,CANTON DE GEDINNE,MR,91054,2855
54731,2,13,13,99,CANTON DE GEDINNE,PARTI POPULAIRE,91054,127
74644,6,8,15,55,CANTON DE GEDINNE,VLAAMS BELANG,91054,84
14604,3,48,14,130,CANTON DE GEDINNE,DéFI,91054,195
95923,3,72,66,433,CANTON DE GEDINNE,PTB,91054,574
35440,3,26,6,43,CANTON DE GEDINNE,LISTES DESTEXHE,91054,78
67478,17,331,242,682,CANTON DE GEDINNE,PS,91054,1272
5319,6,6,10,41,CANTON DE GEDINNE,DierAnimal,91054,63
10402,2,3,2,9,CANTON DE GEDINNE,NATION,91054,16
19281,4,7,1,16,CANTON DE GEDINNE,Collectif Citoyen,91054,28
10139,1,5,1,33,CANTON DE GEDINNE,LA DROITE,91054,40
91501,2,4,6,16,CANTON DE GEDINNE,AGIR,91054,28
49714,25,355,169,676,CANTON DE ROCHEFORT,ECOLO,91114,1225
49177,16,420,138,225,CANTON DE ROCHEFORT,CDH,91114,799
43954,38,723,313,838,CANTON DE ROCHEFORT,MR,91114,1912
54731,7,38,21,134,CANTON DE ROCHEFORT,PARTI POPULAIRE,91114,200
54110,2,10,2,28,CANTON DE ROCHEFORT,VLAAMS BELANG,91114,42
9762,6,50,12,173,CANTON DE ROCHEFORT,DéFI,91114,241
50481,18,123,93,669,CANTON DE ROCHEFORT,PTB,91114,903
86050,2,20,5,55,CANTON DE ROCHEFORT,LISTES DESTEXHE,91114,82
73063,59,526,290,1036,CANTON DE ROCHEFORT,PS,91114,1911
66829,5,13,5,71,CANTON DE ROCHEFORT,DierAnimal,91114,94
1218,0,3,2,16,CANTON DE ROCHEFORT,NATION,91114,21
58679,2,12,1,38,CANTON DE ROCHEFORT,Collectif Citoyen,91114,53
50044,1,10,3,32,CANTON DE ROCHEFORT,LA DROITE,91114,46
36547,6,4,1,25,CANTON DE ROCHEFORT,AGIR,91114,36
90250,143,828,455,2150,CANTON D'ANDENNE,ECOLO,92003,3576
35212,79,1848,385,947,CANTON D'ANDENNE,CDH,92003,3259
31435,108,1257,428,2059,CANTON D'ANDENNE,MR,92003,3852
71435,21,83,61,587,CANTON D'ANDENNE,PARTI POPULAIRE,92003,752
2637,13,21,9,110,CANTON D'ANDENNE,VLAAMS BELANG,92003,153
68516,34,246,71,798,CANTON D'ANDENNE,DéFI,92003,1149
83175,79,541,239,2714,CANTON D'ANDENNE,PTB,92003,3573
22447,22,63,27,231,CANTON D'ANDENNE,LISTES DESTEXHE,92003,343
700,1021,1334,1439,2517,CANTON D'ANDENNE,PS,92003,6311
36944,31,45,27,255,CANTON D'ANDENNE,DierAnimal,92003,358
46394,8,15,6,86,CANTON D'ANDENNE,NATION,92003,115
95520,23,23,10,114,CANTON D'ANDENNE,Collectif Citoyen,92003,170
91855,7,35,13,109,CANTON D'ANDENNE,LA DROITE,92003,164
42490,27,22,8,111,CANTON D'ANDENNE,AGIR,92003,168
37589,48,804,381,2175,CANTON D'EGHEZÉE,ECOLO,92035,3408
22483,321,1876,765,1052,CANTON D'EGHEZÉE,CDH,92035,4014
8465,105,2769,680,2275,CANTON D'EGHEZÉE,MR,92035,5829
42522,13,63,32,384,CANTON D'EGHEZÉE,PARTI POPULAIRE,92035,492
16903,4,23,3,72,CANTON D'EGHEZÉE,VLAAMS BELANG,92035,102
59287,48,255,51,752,CANTON D'EGHEZÉE,DéFI,92035,1106
62613,25,334,115,1483,CANTON D'EGHEZÉE,PTB,92035,1957
9170,11,40,14,231,CANTON D'EGHEZÉE,LISTES DESTEXHE,92035,296
265,102,1307,554,1781,CANTON D'EGHEZÉE,PS,92035,3744
95936,17,49,13,149,CANTON D'EGHEZÉE,DierAnimal,92035,228
56923,9,15,7,100,CANTON D'EGHEZÉE,NATION,92035,131
35773,12,16,6,101,CANTON D'EGHEZÉE,Collectif Citoyen,92035,135
37593,2,17,5,72,CANTON D'EGHEZÉE,LA DROITE,92035,96
76910,15,12,0,36,CANTON D'EGHEZÉE,AGIR,92035,63
93831,88,1058,422,2587,CANTON DE FOSSES-LA-VILLE,ECOLO,92048,4155
91492,74,3612,638,1376,CANTON DE FOSSES-LA-VILLE,CDH,92048,5700
51688,152,1299,595,2713,CANTON DE FOSSES-LA-VILLE,MR,92048,4759
99373,18,209,70,739,CANTON DE FOSSES-LA-VILLE,PARTI POPULAIRE,92048,1036
67846,15,20,9,148,CANTON DE FOSSES-LA-VILLE,VLAAMS BELANG,92048,192
28717,81,421,130,912,CANTON DE FOSSES-LA-VILLE,DéFI,92048,1544
314,37,496,201,2461,CANTON DE FOSSES-LA-VILLE,PTB,92048,3195
19473,35,50,32,314,CANTON DE FOSSES-LA-VILLE,LISTES DESTEXHE,92048,431
51162,161,1918,694,2523,CANTON DE FOSSES-LA-VILLE,PS,92048,5296
22791,15,51,25,253,CANTON DE FOSSES-LA-VILLE,DierAnimal,92048,344
86754,11,20,6,118,CANTON DE FOSSES-LA-VILLE,NATION,92048,155
90996,15,13,11,104,CANTON DE FOSSES-LA-VILLE,Collectif Citoyen,92048,143
90568,9,56,12,189,CANTON DE FOSSES-LA-VILLE,LA DROITE,92048,266
1370,46,27,7,90,CANTON DE FOSSES-LA-VILLE,AGIR,92048,170
33567,310,4049,1593,7746,CANTON DE NAMUR,ECOLO,92094,13698
68070,230,10720,2024,3738,CANTON DE NAMUR,CDH,92094,16712
59994,544,3597,1519,5623,CANTON DE NAMUR,MR,92094,11283
14467,25,276,104,1120,CANTON DE NAMUR,PARTI POPULAIRE,92094,1525
92289,27,39,13,293,CANTON DE NAMUR,VLAAMS BELANG,92094,372
74920,224,1450,313,2157,CANTON DE NAMUR,DéFI,92094,4144
41306,143,1440,583,5242,CANTON DE NAMUR,PTB,92094,7408
89135,116,188,91,672,CANTON DE NAMUR,LISTES DESTEXHE,92094,1067
2021,494,5561,2166,5709,CANTON DE NAMUR,PS,92094,13930
51494,85,193,84,859,CANTON DE NAMUR,DierAnimal,92094,1221
10566,40,66,27,329,CANTON DE NAMUR,NATION,92094,462
37959,44,93,39,288,CANTON DE NAMUR,Collectif Citoyen,92094,464
97073,19,84,29,279,CANTON DE NAMUR,LA DROITE,92094,411
14304,74,41,11,198,CANTON DE NAMUR,AGIR,92094,324
89361,259,1889,647,4580,CANTON DE GEMBLOUX,ECOLO,92142,7375
89898,543,2650,1206,1874,CANTON DE GEMBLOUX,CDH,92142,6273
47679,492,2009,975,4544,CANTON DE GEMBLOUX,MR,92142,8020
12588,36,267,106,1104,CANTON DE GEMBLOUX,PARTI POPULAIRE,92142,1513
28897,19,42,26,209,CANTON DE GEMBLOUX,VLAAMS BELANG,92142,296
74891,141,575,266,1777,CANTON DE GEMBLOUX,DéFI,92142,2759
41946,90,1010,373,4732,CANTON DE GEMBLOUX,PTB,92142,6205
24240,15,113,37,496,CANTON DE GEMBLOUX,LISTES DESTEXHE,92142,661
61771,488,6089,1829,5288,CANTON DE GEMBLOUX,PS,92142,13694
14986,48,134,35,490,CANTON DE GEMBLOUX,DierAnimal,92142,707
46508,25,44,17,189,CANTON DE GEMBLOUX,NATION,92142,275
62167,30,55,26,189,CANTON DE GEMBLOUX,Collectif Citoyen,92142,300
20576,19,94,27,303,CANTON DE GEMBLOUX,LA DROITE,92142,443
88267,68,85,10,176,CANTON DE GEMBLOUX,AGIR,92142,339
89344,58,184,161,686,CANTON DE COUVIN,ECOLO,93014,1089
6753,230,396,540,470,CANTON DE COUVIN,CDH,93014,1636
33851,110,439,427,900,CANTON DE COUVIN,MR,93014,1876
9458,4,67,38,263,CANTON DE COUVIN,PARTI POPULAIRE,93014,372
33137,8,13,8,65,CANTON DE COUVIN,VLAAMS BELANG,93014,94
92828,9,49,27,253,CANTON DE COUVIN,DéFI,93014,338
23947,22,244,201,1346,CANTON DE COUVIN,PTB,93014,1813
88504,3,12,12,67,CANTON DE COUVIN,LISTES DESTEXHE,93014,94
10335,113,1564,928,1022,CANTON DE COUVIN,PS,93014,3627
11024,11,23,11,91,CANTON DE COUVIN,DierAnimal,93014,136
53156,44,66,34,141,CANTON DE COUVIN,NATION,93014,285
86365,6,15,9,63,CANTON DE COUVIN,Collectif Citoyen,93014,93
70150,4,23,9,47,CANTON DE COUVIN,LA DROITE,93014,83
95719,11,15,3,31,CANTON DE COUVIN,AGIR,93014,60
98104,13,158,96,427,CANTON DE FLORENNES,ECOLO,93022,694
27664,20,752,209,495,CANTON DE FLORENNES,CDH,93022,1476
64739,41,690,242,480,CANTON DE FLORENNES,MR,93022,1453
7440,11,71,36,237,CANTON DE FLORENNES,PARTI POPULAIRE,93022,355
72371,8,15,2,38,CANTON DE FLORENNES,VLAAMS BELANG,93022,63
67864,6,32,7,142,CANTON DE FLORENNES,DéFI,93022,187
15368,15,102,64,774,CANTON DE FLORENNES,PTB,93022,955
54159,5,16,5,79,CANTON DE FLORENNES,LISTES DESTEXHE,93022,105
28551,61,390,164,772,CANTON DE FLORENNES,PS,93022,1387
59478,6,9,4,50,CANTON DE FLORENNES,DierAnimal,93022,69
62386,4,5,1,43,CANTON DE FLORENNES,NATION,93022,53
52862,13,11,7,60,CANTON DE FLORENNES,Collectif Citoyen,93022,91
67187,2,9,1,58,CANTON DE FLORENNES,LA DROITE,93022,70
84364,8,9,4,27,CANTON DE FLORENNES,AGIR,93022,48
88030,32,196,118,745,CANTON DE PHILIPPEVILLE,ECOLO,93056,1091
34621,26,433,271,350,CANTON DE PHILIPPEVILLE,CDH,93056,1080
2436,1263,393,770,866,CANTON DE PHILIPPEVILLE,MR,93056,3292
35463,7,60,41,311,CANTON DE PHILIPPEVILLE,PARTI POPULAIRE,93056,419
25527,8,11,7,66,CANTON DE PHILIPPEVILLE,VLAAMS BELANG,93056,92
17381,10,50,26,246,CANTON DE PHILIPPEVILLE,DéFI,93056,332
55605,34,216,135,1248,CANTON DE PHILIPPEVILLE,PTB,93056,1633
6856,3,34,12,80,CANTON DE PHILIPPEVILLE,LISTES DESTEXHE,93056,129
85499,79,849,379,1041,CANTON DE PHILIPPEVILLE,PS,93056,2348
95940,5,14,13,84,CANTON DE PHILIPPEVILLE,DierAnimal,93056,116
98065,9,19,12,63,CANTON DE PHILIPPEVILLE,NATION,93056,103
16882,19,9,11,73,CANTON DE PHILIPPEVILLE,Collectif Citoyen,93056,112
60671,3,21,5,83,CANTON DE PHILIPPEVILLE,LA DROITE,93056,112
41723,11,12,5,63,CANTON DE PHILIPPEVILLE,AGIR,93056,91
80704,35,231,85,979,CANTON DE WALCOURT,ECOLO,93088,1330
67878,32,430,134,432,CANTON DE WALCOURT,CDH,93088,1028
30185,245,434,335,1364,CANTON DE WALCOURT,MR,93088,2378
11180,19,92,63,456,CANTON DE WALCOURT,PARTI POPULAIRE,93088,630
11084,10,12,10,87,CANTON DE WALCOURT,VLAAMS BELANG,93088,119
73466,24,82,27,399,CANTON DE WALCOURT,DéFI,93088,532
25705,18,248,114,1285,CANTON DE WALCOURT,PTB,93088,1665
26535,5,33,16,152,CANTON DE WALCOURT,LISTES DESTEXHE,93088,206
81318,248,754,388,1499,CANTON DE WALCOURT,PS,93088,2889
36718,9,20,7,95,CANTON DE WALCOURT,DierAnimal,93088,131
81470,11,17,5,69,CANTON DE WALCOURT,NATION,93088,102
90470,59,32,28,213,CANTON DE WALCOURT,Collectif Citoyen,93088,332
30217,6,25,9,101,CANTON DE WALCOURT,LA DROITE,93088,141
39487,13,13,2,73,CANTON DE WALCOURT,AGIR,93088,101
